,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
46260,2009-09-04,CANBERRA,6.4,18.9,0.6,1.6,6.847076092337851,,42.072640428408874,,,12.62964675125609,21.949862473607098,83.0,40.0,1018.8008255529195,1016.8186054446788,4.667579085899774,4.7819742699321495,13.7,17.1,NO,NO
46261,2009-09-05,CANBERRA,-1.0,15.8,0.0,4.8,8.956193636088983,,45.845382293581224,,,14.23563443344274,24.55811841462389,61.0,35.0,1019.6941861843678,1017.6061153235281,2.3539297271005637,3.512081072367778,9.4,14.8,NO,NO
46262,2009-09-06,CANBERRA,-4.5,16.1,0.0,4.4,9.893463194798947,,40.66003002727621,,,7.307288240477035,21.86774381873198,76.0,27.0,1021.2402929379278,1018.1481700446479,2.392417004531694,2.1631721957541075,5.1,15.3,NO,YES
46263,2009-09-07,CANBERRA,1.9,12.0,5.0,3.8,0.19014961684190013,,39.35574853572979,,,9.306716345037401,18.96556766499542,95.0,93.0,1018.6726254349619,1016.1921918425719,8.084249404519,8.050364024538702,8.8,10.0,YES,YES
46264,2009-09-08,CANBERRA,0.9,14.9,5.2,0.6,5.035415521832036,,41.60772114505909,,,12.501335085597091,22.06710135801889,77.0,63.0,1019.7267178576129,1017.2795303888414,4.1247995038663845,5.998411322395256,9.5,12.2,YES,YES
46265,2009-09-09,CANBERRA,2.1,13.7,2.2,1.8,5.506736194019631,,41.9259746622713,,,14.923150836324979,22.51612238388506,75.0,55.0,1019.5469001030657,1017.6329441911955,4.476477596957906,5.388413092222926,9.7,12.3,YES,NO
46266,2009-09-10,CANBERRA,5.5,14.4,0.0,3.8,7.57339143171054,,44.57077221522724,,,21.011591114306682,22.88435240606482,53.0,46.0,1018.858908271974,1017.6792551376319,3.499464655274892,4.520198208471193,10.2,13.4,NO,NO
46267,2009-09-11,CANBERRA,-1.6,17.6,0.0,4.0,9.910917894960448,,39.02342265881316,,,8.064775097098575,20.739800735447332,73.0,28.0,1021.2066652265415,1017.9886587239421,2.478255369592503,2.2678062652183257,6.8,17.1,NO,NO
46268,2009-09-12,CANBERRA,4.6,22.4,0.0,3.6,10.908101682698799,,41.62223203684499,,,14.546632122988129,22.188281518516007,42.0,31.0,1020.5313719601781,1017.2773955464427,0.5430051737190098,3.081988600195409,14.7,22.1,NO,NO
46269,2009-09-13,CANBERRA,4.5,25.2,0.0,5.0,12.805447080280892,,48.005617613245306,,,16.21000063577533,25.654998202256834,31.0,19.0,1019.4568381307827,1016.5852833822712,-0.9388851906129076,2.6646325016244106,18.2,24.4,NO,NO
46270,2009-09-14,CANBERRA,8.0,19.6,0.0,10.2,10.628118942007205,,54.85769646444015,,,21.009022602407143,25.825110850530507,50.0,21.0,1015.5436695514818,1015.5204681913833,3.5087787913904833,2.964555335456339,14.2,18.3,NO,NO
46271,2009-09-15,CANBERRA,4.2,19.1,0.0,4.4,8.730693444061409,,44.28182690153858,,,12.13738091570697,22.4385687295336,76.0,30.0,1018.6841740584756,1016.7568693912365,3.8870571142030315,3.5072742993946235,11.7,17.6,NO,NO
46272,2009-09-16,CANBERRA,0.1,23.6,0.0,4.2,9.385099505361644,,36.569991905810184,,,2.3318564306883474,18.70997885487992,72.0,38.0,1021.5443138799947,1016.7511305182176,2.2054014704175984,3.1271302325329913,11.6,22.7,NO,NO
46273,2009-09-17,CANBERRA,6.4,23.4,0.2,3.8,7.3674659580583395,,38.79981169164216,,,5.909378173522626,18.47988433641406,83.0,44.0,1019.34131282685,1015.890803738337,4.6026610995591,4.427570662508657,14.0,21.5,NO,YES
46274,2009-09-18,CANBERRA,10.1,20.4,4.8,5.0,7.035348404227996,,44.1602538897892,,,14.754131358766884,20.647713761699677,74.0,45.0,1017.0475720286495,1015.5658901565204,5.340665135942359,4.727044774195292,14.5,18.8,YES,NO
46275,2009-09-19,CANBERRA,8.5,19.9,0.0,3.2,8.272592624460081,,37.45543400240558,,,10.846541057338143,18.15014644634722,85.0,31.0,1019.2335281444568,1016.9758364402811,5.1810497020775585,3.2092147484660742,11.0,19.2,NO,NO
46276,2009-09-20,CANBERRA,3.7,22.6,0.0,4.8,9.211257608147193,,44.39319437294978,,,10.132204392907695,22.024948874404643,63.0,37.0,1019.1623215444828,1016.1849761445103,2.5061556907322142,3.9312498503197446,13.8,20.4,NO,NO
46277,2009-09-21,CANBERRA,1.5,20.4,0.0,4.6,11.18738330872933,,44.65856282229868,,,11.012236452754635,23.635491648102743,69.0,15.0,1019.5425972611334,1017.191437135741,2.0342662867535637,2.0838747696221986,11.4,19.5,NO,YES
46278,2009-09-22,CANBERRA,11.4,21.2,4.8,4.6,5.513607531255786,,41.405590787789265,,,14.420972670872018,19.657535353127074,69.0,59.0,1017.5740759133483,1015.3744162664391,5.502309367684646,5.807139456439749,17.4,20.5,YES,YES
46279,2009-09-23,CANBERRA,7.4,14.4,27.0,7.8,5.713719578155612,,47.97307787487949,,,16.899400597634056,21.091681229675515,87.0,57.0,1014.1405016514074,1014.42526961235,7.279610161077002,4.400639482963037,8.3,13.4,YES,NO
46280,2009-09-24,CANBERRA,7.6,16.1,0.0,3.2,8.751138805399371,,46.108418707581166,,,23.403688371889828,23.92793046815943,46.0,38.0,1018.5098189576577,1017.6147963480682,2.684018376375775,4.216051106838194,12.4,15.0,NO,NO
46281,2009-09-25,CANBERRA,2.2,19.8,0.0,5.2,9.54915783313313,,43.96382838099157,,,13.137715615088794,23.250118894318504,55.0,34.0,1019.7547245010857,1017.0118217820725,1.969659292396372,3.41573347183558,13.2,19.5,NO,YES
46282,2009-09-26,CANBERRA,5.6,10.6,3.4,8.0,2.5845237530557057,,51.01157449471549,,,19.938991980008566,21.89148150677204,73.0,80.0,1015.3823878358559,1015.5459136507117,7.844630598918357,7.287787518595032,6.6,6.5,YES,YES
46283,2009-09-27,CANBERRA,2.7,9.2,3.4,3.0,3.199590084375764,,42.90281431351707,,,19.08279287996443,20.927714355158557,69.0,78.0,1018.7055378424926,1017.5783082271765,5.915164309620607,6.7347000299895114,5.2,6.6,YES,NO
46284,2009-09-28,CANBERRA,3.9,14.7,0.0,3.4,5.911955749585488,,42.88230283251556,,,16.054258189404507,21.18118222897128,66.0,58.0,1019.0967502442974,1017.2664407405556,4.502507463592735,5.416314350141562,8.8,12.4,NO,NO
46285,2009-09-29,CANBERRA,4.3,15.7,0.0,2.0,7.50011608993281,,40.74709303995911,,,16.157781997571945,21.685359552966744,66.0,43.0,1019.9147960988535,1017.9032158046242,3.569370457664519,4.285327730721342,10.2,14.8,NO,NO
46286,2009-09-30,CANBERRA,0.1,19.3,0.0,4.6,10.61278733055262,,45.13158395151635,,,12.878215115414335,24.22602210344681,56.0,26.0,1020.0126115678603,1017.3984404486667,1.252759347437177,2.7972794595646846,11.4,18.4,NO,NO
46287,2009-10-01,CANBERRA,1.8,25.6,0.0,5.6,13.13102211733468,,52.067062727960035,,,15.966957522396186,28.08556091317611,26.0,19.0,1019.1837594753313,1016.2959042920635,-1.856147458089353,2.927182007614377,19.0,24.0,NO,NO
46288,2009-10-02,CANBERRA,7.0,17.3,0.0,5.6,5.177460411491822,,40.52315231093138,,,12.877288048716153,19.492384357838304,75.0,58.0,1018.5376212856163,1016.317213004296,5.984975388307333,5.361673819363361,12.6,16.9,NO,YES
46289,2009-10-03,CANBERRA,8.0,11.6,7.4,3.8,3.5827415188287333,,41.742272992712,,,19.094730437472165,20.019477088334938,80.0,67.0,1017.3648929170508,1016.762628246014,7.245993772133673,5.998092487131622,8.8,10.7,YES,YES
46290,2009-10-04,CANBERRA,6.6,12.4,3.0,1.8,4.1210772745208,,37.26962017056263,,,17.750802391281425,18.951941053853616,71.0,68.0,1019.5692074119382,1017.7644065716922,5.782463771959613,5.896581328124093,8.8,11.9,YES,NO
46291,2009-10-05,CANBERRA,8.6,16.3,0.2,1.2,3.9141534044773465,,40.035181164440644,,,14.345759543034504,19.05481284317375,84.0,65.0,1018.4870657549357,1016.7013522653752,6.462206283222812,6.5502953919525595,11.1,13.2,NO,YES
46292,2009-10-06,CANBERRA,2.6,16.2,4.0,3.2,6.765313805697595,,40.8354267501349,,,9.286952775851503,19.911506950632784,93.0,43.0,1018.9186219193157,1016.913631276255,5.482003848239984,4.059904023893523,7.0,13.9,YES,YES
46293,2009-10-07,CANBERRA,-0.6,11.0,1.2,4.0,4.565087055579497,,40.72997928650858,,,10.66335380660685,20.675201935825342,94.0,56.0,1019.3939012578664,1017.6066169829868,6.434304448349991,4.943953733990298,4.7,9.6,YES,YES
46294,2009-10-08,CANBERRA,4.2,13.9,1.6,2.8,8.392065955247908,,44.05855821301685,,,20.092747168958525,22.550413660958284,58.0,40.0,1019.1243789364347,1018.0248982548339,3.22012388603693,3.8750420758820567,7.5,12.2,YES,NO
46295,2009-10-09,CANBERRA,-1.5,15.7,0.0,4.4,7.715814118758885,,43.10964991335544,,,12.161756316593895,22.631095291273525,62.0,48.0,1020.3127882723687,1017.5612689580327,2.722928252266513,4.250854422546766,8.4,14.3,NO,NO
46296,2009-10-10,CANBERRA,1.2,15.8,0.0,2.6,8.721812664760137,,41.87889815993316,,,14.299880476499496,22.13166441969345,65.0,37.0,1020.2730746364955,1018.0464945876331,2.72468763196801,3.550194588168651,7.9,14.3,NO,NO
46297,2009-10-11,CANBERRA,2.8,17.4,0.0,3.4,5.237427905530176,,45.81994874624036,,,11.953830449784803,21.451645237728258,73.0,65.0,1018.4136406582936,1016.1982043849486,4.647687250150938,6.405386790595671,9.6,12.5,NO,NO
46298,2009-10-12,CANBERRA,2.2,15.2,1.0,3.0,2.894993933988495,,33.42437990219554,,,6.146019102493554,16.113349540594143,89.0,78.0,1020.7478570180693,1017.0219515168396,6.531760801972936,6.282348232936478,7.8,14.0,NO,YES
46299,2009-10-13,CANBERRA,7.8,15.6,1.8,1.6,7.177521893013022,,41.553592376451945,,,19.813546541917006,20.973053282536156,61.0,48.0,1019.0095260069,1017.6379802628259,3.9757925334486828,4.751082465458062,10.2,13.9,YES,YES
46300,2009-10-14,CANBERRA,8.5,14.5,2.2,4.6,5.24154305487739,,47.256005212891466,,,17.954805732877688,21.451474260338358,84.0,52.0,1016.2543017213877,1016.1588547679304,6.980817535334836,5.544492997894551,9.0,11.0,YES,NO
46301,2009-10-15,CANBERRA,8.9,14.1,0.6,3.6,3.8208778671050183,,45.8155973503994,,,21.650070918641703,21.03809022769154,58.0,76.0,1017.3575537777897,1016.4715844382146,5.703541814593933,7.285661736622394,10.7,10.5,NO,YES
46302,2009-10-16,CANBERRA,2.8,16.0,3.0,3.0,8.483255547244404,,44.74641347015091,,,17.83086951347066,23.060886649840953,54.0,44.0,1019.3154759691828,1017.5375691191836,2.410034754650937,4.200985157005846,9.3,14.0,YES,NO
46303,2009-10-17,CANBERRA,0.2,17.0,1.0,3.8,6.952942047500329,,40.63686372434489,,,8.296443273496337,20.683663588509006,81.0,47.0,1019.9839033621877,1017.1025477024813,4.22246954169951,4.281405066760001,8.5,15.3,NO,YES
46304,2009-10-18,CANBERRA,8.4,18.5,3.8,3.8,7.975381847089437,,40.78112557528226,,,14.728973611555446,19.916112516405306,75.0,37.0,1018.3865794704541,1016.735206117409,4.82789984537574,3.6873353547027676,11.5,17.8,YES,NO
46305,2009-10-19,CANBERRA,4.4,20.8,0.0,4.6,7.882940148769215,,36.78814292778128,,,7.347906662922995,18.13271078764288,75.0,43.0,1020.3086664417505,1016.7494001059999,4.096192186567379,3.6841299429468393,11.5,20.5,NO,NO
46306,2009-10-20,CANBERRA,5.9,25.0,0.0,4.4,9.816818448009897,,37.59311704854156,,,3.5866004317859534,18.115927382387824,88.0,23.0,1019.7279262621445,1016.154183076894,4.028973294885532,2.495682223397722,13.1,24.0,NO,NO
46307,2009-10-21,CANBERRA,3.9,29.1,0.0,7.2,13.162177440588593,,41.3508931476141,,,4.576648198399155,19.56305149808132,54.0,17.0,1020.1316078084604,1015.730908664398,0.6035410189649468,1.4936850782389968,14.7,28.0,NO,NO
46308,2009-10-22,CANBERRA,11.6,26.8,0.0,6.4,9.512471401049801,,38.43359707220998,,,7.1574717216191885,15.646815975221827,74.0,34.0,1018.3939885690846,1015.1983669525755,4.684079375897795,3.135921539649317,13.8,24.9,NO,NO
46309,2009-10-23,CANBERRA,12.2,24.7,0.0,5.2,9.90054343384795,,40.72641345986341,,,11.386423429042182,18.842100377630814,77.0,21.0,1017.9355790822797,1015.8103714368095,4.650011742455376,2.741906475940965,15.6,24.0,NO,NO
46310,2009-10-24,CANBERRA,8.0,26.1,0.0,7.0,9.809596470697173,,42.77071959490439,,,6.628740495582591,18.639538781233213,75.0,30.0,1018.0663162703348,1015.0987535202257,4.091937502041347,3.13751703207204,13.9,23.7,NO,NO
46311,2009-10-25,CANBERRA,8.2,18.8,0.0,7.6,5.703549420098874,,43.38740885919066,,,13.041148783561951,19.806173612802837,73.0,55.0,1017.466648561019,1015.5640563984676,6.185768560627139,5.192637565449097,13.5,18.0,NO,YES
46312,2009-10-26,CANBERRA,8.0,15.3,14.0,4.2,7.027696789210012,,45.51397375571827,,,20.34083789922893,21.496747073823187,65.0,52.0,1016.7051146882438,1016.2083965620418,4.813674376085714,4.583383176070043,9.5,13.6,YES,NO
46313,2009-10-27,CANBERRA,6.4,19.5,0.2,2.0,6.439127353016005,,36.14966629788262,,,10.890125230154425,17.386512850603978,69.0,58.0,1020.3656125148548,1017.0328773958341,4.192055989082917,5.093133040315159,10.8,17.6,NO,NO
46314,2009-10-28,CANBERRA,9.1,25.0,0.0,1.8,6.4508860033759134,,34.85209596505359,,,5.114198267899454,15.317073285333834,81.0,57.0,1019.9264396930758,1015.8182339426291,4.784458258481777,5.330260050876369,13.7,21.8,NO,NO
46315,2009-10-29,CANBERRA,12.8,20.8,0.0,5.2,5.099715380529929,,39.307679673948314,,,13.371288003064322,17.054169968404167,74.0,61.0,1017.7381161154367,1015.5190047840099,6.60667928927127,5.784709661506852,14.8,19.4,NO,NO
46316,2009-10-30,CANBERRA,8.9,28.4,0.0,3.2,9.285952860216938,,34.54754543517322,,,1.8190790678085733,16.015485773755714,86.0,31.0,1020.0729622358264,1015.669578883075,3.9822500800468674,3.2109251143105553,15.9,27.0,NO,NO
46317,2009-10-31,CANBERRA,10.0,28.8,0.0,4.0,9.219962639320102,,34.8144649445598,,,4.227934883790752,16.18239859022097,72.0,37.0,1020.0937308048857,1015.5524321880268,3.4190839015568173,3.5593902291692388,17.7,28.1,NO,NO
46318,2009-11-01,CANBERRA,11.5,32.2,0.0,5.6,9.897842415074422,,36.576962371673005,,,2.191123441836183,15.767814084256926,72.0,34.0,1019.2656138247754,1014.5570777039924,3.450214127244081,3.4157485974236863,19.5,30.8,NO,NO
46319,2009-11-02,CANBERRA,13.7,33.4,0.0,6.4,11.149679845384718,,39.882808300511556,,,4.73351224802839,16.86583604981901,68.0,24.0,1018.1731489696668,1014.1976481700295,3.2258591535754846,2.907286103369401,20.6,31.6,NO,NO
46320,2009-11-03,CANBERRA,14.8,32.1,0.8,7.8,11.134808215254765,,53.21302991837905,,,14.203218039476795,23.407788444738372,50.0,25.0,1015.1555194631843,1013.2963572415251,2.5370493099723888,4.200142077077302,23.9,28.2,NO,NO
46321,2009-11-04,CANBERRA,8.9,25.0,0.0,11.0,10.045943646777673,,50.004670592299476,,,11.942970737684007,21.85583046719148,62.0,28.0,1016.076946433298,1014.3492036072197,4.244538043318585,3.198781272604009,16.1,23.4,NO,NO
46322,2009-11-05,CANBERRA,10.2,19.1,0.0,3.2,5.54414921235302,,42.84851536090446,,,17.06020478967794,20.702398925443745,64.0,59.0,1018.0589634551537,1016.210580177616,4.978652034851379,6.1210097315494565,15.3,17.1,NO,NO
46323,2009-11-06,CANBERRA,10.8,20.8,0.0,5.6,5.725427712133175,,41.71880756620152,,,12.54903048164904,18.094022915672284,75.0,57.0,1017.5252327167311,1015.4307079603134,6.202191835781392,5.527403457672804,13.6,18.5,NO,NO
46324,2009-11-07,CANBERRA,9.2,25.1,0.0,3.4,8.284376118257391,,41.10847002137757,,,9.144442774988264,19.47734054671065,74.0,39.0,1018.6778415824276,1015.6610884085297,3.9340349609684324,4.421585657831628,16.3,22.7,NO,NO
46325,2009-11-08,CANBERRA,7.6,28.0590056281677,0.0,5.0,12.668158604923534,,40.55361751425181,,,6.875099784946272,19.84437019605589,69.0,8.0,1019.4472026782444,1016.0394144534657,1.9567312594662525,1.426448571021595,15.8,27.3,NO,NO
46326,2009-11-09,CANBERRA,11.130052558473665,31.7,0.0,7.6,12.42068999882018,,40.96518948055245,,,6.217353297285129,18.11318568292232,60.41168956796702,16.0,1018.7858259004242,1015.0365669509445,2.3061265369736503,1.9344633145459653,19.040316296879297,30.9,NO,NO
46327,2009-11-10,CANBERRA,8.9,33.2,0.0,6.6,14.312519082435898,,41.47348802706682,,,5.379467860506523,19.19291190009774,53.0,7.0,1019.4063235832499,1015.1408720591924,0.4412233620924866,1.159187154778337,18.7,32.0,NO,NO
46328,2009-11-11,CANBERRA,9.8,33.7,0.0,8.8,14.72618976397407,,48.390190174819224,,,11.144585671505936,22.248312421184934,29.0,12.0,1018.0594236042366,1014.4588136900263,-0.7135543335196104,1.86006452814636,21.6,32.0,NO,NO
46329,2009-11-12,CANBERRA,10.3,35.5,0.0,10.4,14.810698039560876,,46.80241595270394,,,7.770975303176627,20.226097260965147,33.0,13.0,1017.9932144732479,1013.8999327371172,-0.16888068046782223,1.5736584206608057,21.3,33.9,NO,NO
46330,2009-11-13,CANBERRA,13.9,27.0,0.0,10.2,9.164832637605159,,46.842755155144516,,,13.104087673342704,19.45498401642577,58.0,37.0,1015.9845032201973,1013.9885741792924,4.819180696845464,3.9468386514242724,18.7,25.6,NO,NO
46331,2009-11-14,CANBERRA,7.4,33.3,0.0,4.0,12.63922216443401,,35.43793540867307,,,0.6006775294474238,16.030630149835332,61.0,23.0,1021.0516847530092,1015.4895922715008,0.7385217551063619,2.0993271861455014,16.7,31.2,NO,NO
46332,2009-11-15,CANBERRA,12.3,34.1,0.0,8.0,16.0253437302787,,49.90465003226882,,,15.023803118676213,23.210634526176378,23.0,1.436452090648146,1017.5140594952062,1014.5919598606226,-1.256903234976619,1.329810346998194,22.4,32.35096025076188,NO,NO
46333,2009-11-16,CANBERRA,12.0,34.5,0.0,6.8,12.629030804328565,,36.42380303817066,,,0.6885725807712362,14.878118245503785,72.0,15.0,1019.2268135606126,1014.5166678245819,2.776940153027496,1.5538283252172889,18.1,33.2,NO,NO
46334,2009-11-17,CANBERRA,10.5,28.0,0.0,13.2,11.805384855961947,,52.98113447914051,,,13.84721814547784,22.56000877732167,44.0,23.0,1015.4539831927013,1013.7008181865871,2.967162834194113,2.7070711034288095,18.5,26.5,NO,NO
46335,2009-11-18,CANBERRA,13.0,31.9,0.0,8.4,12.314867981458782,,42.39924375781885,,,7.448959179493002,17.35671692902217,59.0,19.0,1017.6976234705514,1014.3372762192844,2.861739360402723,2.1316737469011002,18.0,30.1,NO,NO
46336,2009-11-19,CANBERRA,12.9,39.2,0.0,6.2,15.284784207527345,,38.25452465326396,,,2.9248403125737497,16.286677105708605,44.0,9.0,1019.8046667434129,1014.3811467936275,-0.409401321347616,1.1723380073981033,22.0,37.5,NO,NO
46337,2009-11-20,CANBERRA,16.3,39.9,0.0,10.0,11.57365771949982,,62.291398353475245,,,11.901612615869638,23.72113933234,32.0,41.0,1013.0390591330469,1010.6642192469004,1.2368047380201546,6.05306683865556,26.8,30.2,NO,NO
46338,2009-11-21,CANBERRA,18.4,30.3,0.8,11.4,10.467082998881786,,49.749071022292014,,,16.922482571881076,20.434281937574895,43.0,31.0,1014.8125755537997,1013.2200173563227,4.076074364350433,3.7680399363029906,23.3,29.3,NO,NO
46339,2009-11-22,CANBERRA,17.6,30.3,0.0,5.6,8.924076881365274,,43.31412508083457,,,13.73588170150795,18.689716815296663,54.0,41.0,1016.8977367211335,1014.1970689984458,3.857115058839611,4.865033605161948,22.9,28.2,NO,NO
46340,2009-11-23,CANBERRA,14.5,18.5,0.0,9.0,2.5142036401588257,,50.98654389251192,,,19.306995411141614,20.805476782043286,70.0,78.0,1014.0408877651614,1013.805294487225,8.488777965741647,8.028488109136667,16.6,14.9,NO,YES
46341,2009-11-24,CANBERRA,12.3,21.2,1.8,1.6,5.261403179408241,,38.05928656270305,,,12.800360796305725,16.948306791471538,78.0,61.0,1018.3776073916492,1015.9560377766552,5.891655819698329,6.032198358643242,13.8,18.2,YES,NO
46342,2009-11-25,CANBERRA,11.8,34.6,0.0,1.8,12.087579646896117,,32.55629889853293,,,2.8822944241042734,15.773617396264228,60.0,23.0,1021.2502532824383,1015.6469342418214,0.8956422735596732,2.5502860268813023,21.2,33.8,NO,NO
46343,2009-11-26,CANBERRA,14.4,32.8,0.0,8.6,11.721732746304369,,41.3166658073759,,,7.892957419691882,17.49602981952704,55.0,23.0,1017.8073381167889,1014.1453934231263,2.8850285787096652,2.5473219301066408,21.3,32.3,NO,YES
46344,2009-11-27,CANBERRA,13.4,26.2,10.6,9.0,8.20786873688769,,48.66491112266641,,,12.735192094696075,20.221869882197637,70.0,43.0,1014.6835700380609,1013.2631890698386,5.482155846942263,4.446059395332405,18.1,23.9,YES,NO
46345,2009-11-28,CANBERRA,12.4,28.6,0.0,6.8,11.621735570637071,,49.43266801809409,,,16.347365403490883,24.330636448947033,45.0,18.0,1016.9118557735826,1014.8849967303704,1.7222472532465787,3.268377975209539,23.2,27.8,NO,NO
46346,2009-11-29,CANBERRA,12.9,20.2,0.0,14.2,5.702742244671235,,63.68432779610424,,,25.464054244318348,26.14815673206978,36.0,67.0,1011.9275366061863,1012.757074550198,5.895773717833265,7.296604838488221,18.4,15.6,NO,YES
46347,2009-11-30,CANBERRA,11.3,18.8,2.2,3.8,5.066534526625304,,47.14474602412059,,,20.411594985653167,21.831819787425317,56.0,67.0,1016.7535548688915,1015.5919095640513,4.9807547648480295,6.963738019312622,15.6,15.4,YES,YES
46348,2009-12-01,CANBERRA,6.7,21.6,4.6,4.4,11.607990900610176,,46.207470185999455,,,17.673769227997767,22.81187620196134,47.0,24.0,1018.4322422349409,1016.6801554394717,1.3375552824410022,2.633349206231159,12.5,19.8,YES,NO
46349,2009-12-02,CANBERRA,6.0,24.6,0.0,7.0,11.571092158874364,,48.918296845703196,,,13.778652049091718,23.009499017330214,48.0,25.0,1017.9352313274453,1015.6786076004702,1.5298132397545032,2.965086252322962,14.4,21.9,NO,NO
46350,2009-12-03,CANBERRA,7.1,28.6,0.0,5.8,12.19527514309128,,42.52338766128986,,,6.5304952490681245,19.917777953052266,65.0,16.0,1019.0327586028682,1015.533949787992,1.9072685861705025,2.077324952200158,15.7,26.7,NO,NO
46351,2009-12-04,CANBERRA,9.6,30.5,0.0,10.4,14.256293622188672,,53.43325080981583,,,13.269812804318533,24.417473082276743,43.0,4.0,1016.2322030175881,1014.2441947647999,0.9654517653776367,1.6504050907013692,19.9,28.5,NO,NO
46352,2009-12-05,CANBERRA,10.1,26.8,0.0,11.2,12.256288275762103,,48.78755215620902,,,12.123498447297905,21.043868216041858,57.0,14.0,1016.3989694156979,1014.5800601028225,3.350165336225686,1.7962213547071642,15.7,25.7,NO,NO
46353,2009-12-06,CANBERRA,8.6,30.5,0.0,9.6,12.617495181273128,,46.21314609605196,,,6.094653381588344,19.963846406353,63.0,14.0,1017.4580085075246,1014.3213971699091,2.5545867119270156,1.8523401361424803,16.9,28.5,NO,NO
46354,2009-12-07,CANBERRA,11.7,31.8,0.0,8.6,12.486035854723703,,48.909559190345135,,,11.29008442570121,22.537122072352986,48.0,16.0,1016.9049262069087,1014.1189293167988,1.6387616047906732,2.732282289440583,22.6,30.3,NO,NO
46355,2009-12-08,CANBERRA,11.2,35.2,0.0,11.0,13.960228527939847,,44.90916612533425,,,3.6578380635696277,18.669073082577867,59.0,7.0,1017.3747734774854,1013.5575940441647,2.102116183177202,1.1661029227254716,20.3,34.0,NO,YES
46356,2009-12-09,CANBERRA,10.7,23.7,12.2,12.0,8.68598000181995,,49.43619095087627,,,11.2925381153254,20.106710733833395,78.0,36.0,1014.2553031618177,1013.2788740812362,6.342843822194283,3.260992213505567,14.4,22.5,YES,NO
46357,2009-12-10,CANBERRA,9.9,27.8,0.0,6.2,11.509909565037638,,52.03938636969991,,,15.388887241477804,23.996894327025686,46.0,25.0,1016.6849891509795,1014.7887036168087,1.5065942034268573,3.7724303142679787,18.6,23.7,NO,NO
46358,2009-12-11,CANBERRA,11.0,22.8,0.0,10.8,13.191680502034664,,51.68503627485728,,,23.05862303291083,23.72135819614722,27.0,14.0,1016.4381749968419,1015.7537649703005,1.6634700016809347,1.714673839614882,15.2,22.7,NO,NO
46359,2009-12-12,CANBERRA,7.4,27.2,0.0,10.6,11.959999749094486,,47.239948751695295,,,10.102589057790581,20.910728562152215,50.85229385595238,22.0,1017.6253686814065,1014.8674517678951,2.3663177890045546,2.2279840054058226,15.871539294040458,26.1,NO,NO
46360,2009-12-13,CANBERRA,8.9,32.1,0.0,10.0,13.183253499205556,,45.55164821011243,,,6.009388450424652,19.463579999561972,53.0,16.0,1017.8419580510324,1014.1983547290802,1.7153794632290698,1.7940827105150845,17.9,30.3,NO,NO
46361,2009-12-14,CANBERRA,15.5,26.7,0.0,9.6,8.65051920157498,,44.54083712600868,,,11.944851681004891,17.539507079392294,69.0,37.0,1015.8743678882449,1014.0122004685235,5.968057885042413,3.880068194820403,17.2,25.0,NO,NO
46362,2009-12-15,CANBERRA,14.5,32.5,0.0,8.0,11.933214062632963,,41.600434580644276,,,6.391677929571713,16.328620740377985,67.0,19.0,1017.3715781841908,1014.1035260730011,3.6454932188015476,2.249780395782473,17.9,30.2,NO,NO
46363,2009-12-16,CANBERRA,13.6,36.1,0.0,8.4,12.97213094504258,,39.47715417564018,,,2.3682102160866663,16.088313066113926,64.0,14.0,1018.3008003800123,1013.8447756935944,2.542267446729795,1.7027419767163963,21.0,35.0,NO,NO
46364,2009-12-17,CANBERRA,14.7,39.1,0.0,11.4,15.273144586592444,,52.375000640630276,,,12.169248977178952,24.19474833071918,21.0,6.0,1016.3287723411183,1012.8413831578583,-0.8021890247382544,2.09186300411109,30.5,38.7,NO,YES
46365,2009-12-18,CANBERRA,16.8,26.8,4.4,18.2,9.104716049587743,,57.74568966024833,,,12.584741378777451,21.509302989119305,86.0,20.0,1010.6884213387177,1011.3396068169936,8.836193407463142,2.9494937428845276,18.9,25.4,YES,NO
46366,2009-12-19,CANBERRA,7.6,30.2,0.0,5.2,13.033522297293246,,41.70428064016562,,,9.701156750178555,20.626079227643473,39.0,21.0,1020.0780714285685,1015.8473077916703,-0.3051997659774912,2.3170032506024896,18.9,29.3,NO,NO
46367,2009-12-20,CANBERRA,13.7,28.5,0.0,11.8,9.247878724418143,,49.03331848038829,,,8.907505554143611,17.88810431745962,72.0,36.0,1014.8068798077645,1013.0027559656553,5.996052604664115,3.8184234642239403,15.7,24.6,NO,NO
46368,2009-12-21,CANBERRA,14.9,32.2,0.0,6.0,12.274308775282584,,43.297884430219995,,,9.266853202059636,18.510651361815505,64.0,14.0,1017.3423664335074,1014.4894355693531,2.8984965363186035,2.4128269880575743,19.6,29.7,NO,NO
46369,2009-12-22,CANBERRA,12.2,34.9,0.0,10.4,13.41008875098705,,49.88138848643814,,,7.131087558255857,20.91839336830536,55.0,11.0,1016.1765326536855,1013.1708313211733,2.0442677263291387,2.1721697283372237,21.6,32.0,NO,NO
